,index,name,injury_10,injury_11,injury_12,injury_13,injury_14,injury_15,injury_16,injury_17,injury_18,height,weight,year_start,year_end,position,birth_date,played_10,played_11,played_12,played_13,played_14,played_15,played_16,played_17,played_18,G_position,F_position,C_position,years_played_before_2010,year_of_birth,age_at_2010,total_injuries,total_years_played,total_number_injuries
839,858,Ant Randolph,0,0,0,0,0,0,0,0,0,208.0,92.0,2009,2014,F,15-Jul-89,1,1,1,1,1,0,0,0,0,0,1,0,1,1989,21,0,5,0
840,859,Sha Randolph,0,0,0,0,0,0,0,0,0,208.0,108.0,2006,2015,F,24-Nov-83,1,1,1,1,1,1,0,0,0,0,1,0,4,1983,27,0,6,0
841,860,The Ratliff,0,0,0,0,0,0,0,0,0,208.0,102.0,1996,2011,C-F,17-Apr-73,1,1,0,0,0,0,0,0,0,0,0,0,14,1973,37,0,2,0
842,861,Mic Redd,0,0,0,0,0,0,0,0,0,198.0,99.0,2001,2012,G,24-Aug-79,1,1,1,0,0,0,0,0,0,1,0,0,9,1979,31,0,3,0
843,862,J.J Redick,0,0,0,0,0,0,0,0,0,188.0,86.0,2007,2018,G,24-Jun-84,1,1,1,1,1,1,1,1,1,1,0,0,3,1984,26,0,9,0
844,863,Rya Reid,0,0,0,0,0,0,0,0,0,203.0,105.0,2012,2012,F,30-Oct-86,0,0,1,0,0,0,0,0,0,0,1,0,0,1986,24,0,1,0
845,865,Chr Richard,0,0,0,0,0,0,0,0,0,206.0,122.0,2008,2010,F,25-Dec-84,1,0,0,0,0,0,0,0,0,0,1,0,2,1984,26,0,1,0
846,866,Mal Richardson,0,0,0,0,0,0,0,0,0,198.0,92.0,2017,2018,G,5-Jan-96,0,0,0,0,0,0,0,1,1,1,0,0,0,1996,14,0,2,0
847,867,Que Richardson,0,0,0,0,0,0,0,0,0,198.0,101.0,2001,2013,G,13-Apr-80,1,1,1,1,0,0,0,0,0,1,0,0,9,1980,30,0,4,0
848,868,Aus Rivers,0,0,0,0,0,0,0,0,0,193.0,90.0,2013,2018,G,1-Aug-92,0,0,0,1,1,1,1,1,1,1,0,0,0,1992,18,0,6,0
849,870,Qui Ross,0,0,0,0,0,0,0,0,0,198.0,88.0,2005,2011,G,30-Apr-81,1,1,0,0,0,0,0,0,0,1,0,0,5,1981,29,0,2,0
850,871,Ter Rozier,0,0,0,0,0,0,0,0,0,188.0,86.0,2016,2018,G,17-Mar-94,0,0,0,0,0,0,1,1,1,1,0,0,0,1994,16,0,3,0
851,872,Dam Rudez,0,0,0,0,0,0,0,0,0,208.0,103.0,2015,2017,F,17-Jun-86,0,0,0,0,0,1,1,1,0,0,1,0,0,1986,24,0,3,0
852,873,Kar Rush,0,0,0,0,0,0,0,0,0,198.0,97.0,2003,2010,G,30-Oct-80,1,0,0,0,0,0,0,0,0,1,0,0,7,1980,30,0,1,0
853,875,Dom Sabonis,0,0,0,0,0,0,0,0,0,211.0,108.0,2017,2018,F-C,3-May-96,0,0,0,0,0,0,0,1,1,0,0,0,0,1996,14,0,2,0
854,876,Rob Sacre,0,0,0,0,0,0,0,0,0,213.0,122.0,2013,2016,C,6-Jun-89,0,0,0,1,1,1,1,0,0,0,0,1,0,1989,21,0,4,0
855,877,Joh Salmons,0,0,0,0,0,0,0,0,0,201.0,95.0,2003,2015,G,12-Dec-79,1,1,1,1,1,1,0,0,0,1,0,0,7,1979,31,0,6,0
856,878,JaK Sampson,0,0,0,0,0,0,0,0,0,211.0,106.0,2015,2018,G-F,20-Mar-93,0,0,0,0,0,1,1,1,1,0,0,0,0,1993,17,0,4,0
857,879,Sam Samuels,0,0,0,0,0,0,0,0,0,206.0,117.0,2011,2013,F,9-Jan-89,0,1,1,1,0,0,0,0,0,0,1,0,0,1989,21,0,3,0
858,880,Lar Sanders,0,0,0,0,0,0,0,0,0,211.0,106.0,2011,2017,C-F,21-Nov-88,0,1,1,1,1,1,1,1,0,0,0,0,0,1988,22,0,7,0
859,881,Dar Saric,0,0,0,0,0,0,0,0,0,208.0,101.0,2017,2018,F,8-Apr-94,0,0,0,0,0,0,0,1,1,0,1,0,0,1994,16,0,2,0
860,882,Tom Satoransky,0,0,0,0,0,0,0,0,0,201.0,95.0,2017,2018,G,30-Oct-91,0,0,0,0,0,0,0,1,1,1,0,0,0,1991,19,0,2,0
861,883,Bri Scalabrine,0,0,0,0,0,0,0,0,0,206.0,109.0,2002,2012,F,18-Mar-78,1,1,1,0,0,0,0,0,0,0,1,0,8,1978,32,0,3,0
862,884,Den Schroder,0,0,0,0,0,0,0,0,0,185.0,78.0,2014,2018,G,15-Sep-93,0,0,0,0,1,1,1,1,1,1,0,0,0,1993,17,0,5,0
863,885,Jos Selby,0,0,0,0,0,0,0,0,0,188.0,83.0,2012,2013,G,27-Mar-91,0,0,1,1,0,0,0,0,0,1,0,0,0,1991,19,0,2,0
864,886,Mus Shakur,0,0,0,0,0,0,0,0,0,190.0,86.0,2011,2014,G,18-Aug-84,0,1,1,1,1,0,0,0,0,1,0,0,0,1984,26,0,4,0
865,887,Tor Shengelia,0,0,0,0,0,0,0,0,0,206.0,98.0,2013,2014,F,5-Oct-91,0,0,0,1,1,0,0,0,0,0,1,0,0,1991,19,0,2,0
866,888,Ale Shved,0,0,0,0,0,0,0,0,0,198.0,86.0,2013,2015,G,16-Dec-88,0,0,0,1,1,1,0,0,0,1,0,0,0,1988,22,0,3,0
867,889,Pas Siakam,0,0,0,0,0,0,0,0,0,206.0,104.0,2017,2018,F,4-Feb-94,0,0,0,0,0,0,0,1,1,0,1,0,0,1994,16,0,2,0
868,890,Xav Silas,0,0,0,0,0,0,0,0,0,196.0,92.0,2012,2012,G,22-Jan-88,0,0,1,0,0,0,0,0,0,1,0,0,0,1988,22,0,1,0
869,891,Gar Siler,0,0,0,0,0,0,0,0,0,211.0,138.0,2011,2011,C,25-Oct-86,0,1,0,0,0,0,0,0,0,0,0,1,0,1986,24,0,1,0
870,892,Bob Simmons,0,0,0,0,0,0,0,0,0,201.0,95.0,2002,2012,G-F,2-Jun-80,1,1,1,0,0,0,0,0,0,0,0,0,8,1980,30,0,3,0
871,893,Jon Simmons,0,0,0,0,0,0,0,0,0,185.0,83.0,2016,2018,G-F,14-Sep-89,0,0,0,0,0,0,1,1,1,0,0,0,0,1989,21,0,3,0
872,894,Hen Sims,0,0,0,0,0,0,0,0,0,208.0,112.0,2013,2016,C,27-Mar-90,0,0,0,1,1,1,1,0,0,0,0,1,0,1990,20,0,4,0
873,895,Kyl Singler,0,0,0,0,0,0,0,0,0,203.0,103.0,2013,2018,F,4-May-88,0,0,0,1,1,1,1,1,1,0,1,0,0,1988,22,0,6,0
874,896,Chr Singleton,0,0,0,0,0,0,0,0,0,203.0,104.0,2012,2014,F,21-Nov-89,0,0,1,1,1,0,0,0,0,0,1,0,0,1989,21,0,3,0
875,897,Jam Singleton,0,0,0,0,0,0,0,0,0,203.0,97.0,2006,2012,F,20-Jul-81,1,1,1,0,0,0,0,0,0,0,1,0,4,1981,29,0,3,0
876,898,Pey Siva,0,0,0,0,0,0,0,0,0,183.0,83.0,2014,2014,G,24-Oct-90,0,0,0,0,1,0,0,0,0,1,0,0,0,1990,20,0,1,0
877,899,Bri Skinner,0,0,0,0,0,0,0,0,0,206.0,115.0,1999,2012,F,19-May-76,1,1,1,0,0,0,0,0,0,0,1,0,11,1976,34,0,3,0
878,900,Don Sloan,0,0,0,0,0,0,0,0,0,190.0,92.0,2012,2016,G,15-Jan-88,0,0,1,1,1,1,1,0,0,1,0,0,0,1988,22,0,5,0
879,901,Cra Smith,0,0,0,0,0,0,0,0,0,201.0,113.0,2007,2012,F,10-Nov-83,1,1,1,0,0,0,0,0,0,0,1,0,3,1983,27,0,3,0
880,902,Ish Smith,0,0,0,0,0,0,0,0,0,183.0,79.0,2011,2018,G,5-Jul-88,0,1,1,1,1,1,1,1,1,1,0,0,0,1988,22,0,8,0
881,903,Jer Smith,0,0,0,0,0,0,0,0,0,188.0,86.0,2012,2012,G,26-Sep-87,0,0,1,0,0,0,0,0,0,1,0,0,0,1987,23,0,1,0
882,904,Joe Smith,0,0,0,0,0,0,0,0,0,213.0,106.0,1996,2011,F,26-Jul-75,1,1,0,0,0,0,0,0,0,0,1,0,14,1975,35,0,2,0
883,905,Nol Smith,0,0,0,0,0,0,0,0,0,188.0,83.0,2012,2013,G,25-Jul-88,0,0,1,1,0,0,0,0,0,1,0,0,0,1988,22,0,2,0
884,906,Rus Smith,0,0,0,0,0,0,0,0,0,183.0,74.0,2015,2016,G,19-Apr-91,0,0,0,0,0,1,1,0,0,1,0,0,0,1991,19,0,2,0
885,907,Dar Songaila,0,0,0,0,0,0,0,0,0,206.0,112.0,2004,2011,F,14-Feb-78,1,1,0,0,0,0,0,0,0,0,1,0,6,1978,32,0,2,0
886,908,Jam Southerland,0,0,0,0,0,0,0,0,0,203.0,97.0,2014,2014,F,28-Apr-90,0,0,0,0,1,0,0,0,0,0,1,0,0,1990,20,0,1,0
887,909,Mar Speights,0,0,0,0,0,0,0,0,0,208.0,115.0,2009,2018,C-F,4-Aug-87,1,1,1,1,1,1,1,1,1,0,0,0,1,1987,23,0,9,0
888,910,Tia Splitter,0,0,0,0,0,0,0,0,0,211.0,111.0,2011,2017,F-C,1-Jan-85,0,1,1,1,1,1,1,1,0,0,0,0,0,1985,25,0,7,0
889,911,Jer Stackhouse,0,0,0,0,0,0,0,0,0,198.0,98.0,1996,2013,G-F,5-Nov-74,1,1,1,1,0,0,0,0,0,0,0,0,14,1974,36,0,4,0
890,912,D.J Stephens,0,0,0,0,0,0,0,0,0,203.0,97.0,2014,2014,G-F,19-Dec-90,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,20,0,1,0
891,913,Lan Stephenson,0,0,0,0,0,0,0,0,0,196.0,104.0,2011,2018,G-F,5-Sep-90,0,1,1,1,1,1,1,1,1,0,0,0,0,1990,20,0,8,0
892,914,Ale Stepheson,0,0,0,0,0,0,0,0,0,208.0,122.0,2016,2016,F,7-Aug-87,0,0,0,0,0,0,1,0,0,0,1,0,0,1987,23,0,1,0
893,915,Dav Stockton,0,0,0,0,0,0,0,0,0,180.0,74.0,2015,2015,G,24-Jun-91,0,0,0,0,0,1,0,0,0,1,0,0,0,1991,19,0,1,0
894,916,Jar Stokes,0,0,0,0,0,0,0,0,0,206.0,119.0,2015,2017,F-C,7-Jan-94,0,0,0,0,0,1,1,1,0,0,0,0,0,1994,16,0,3,0
895,917,Jul Stone,0,0,0,0,0,0,0,0,0,198.0,90.0,2012,2018,G,7-Dec-88,0,0,1,1,1,1,1,1,1,1,0,0,0,1988,22,0,7,0
896,918,Pap Sy,0,0,0,0,0,0,0,0,0,201.0,102.0,2011,2011,F,5-Apr-88,0,1,0,0,0,0,0,0,0,0,1,0,0,1988,22,0,1,0
897,919,Edy Tavares,0,0,0,0,0,0,0,0,0,211.0,115.0,2016,2017,C,22-Mar-92,0,0,0,0,0,0,1,1,0,0,0,1,0,1992,18,0,2,0
898,920,Isa Taylor,0,0,0,0,0,0,0,0,0,190.0,77.0,2017,2018,G,11-Jul-94,0,0,0,0,0,0,0,1,1,1,0,0,0,1994,16,0,2,0
899,922,Jer Taylor,0,0,0,0,0,0,0,0,0,193.0,79.0,2010,2011,G,8-Dec-86,1,1,0,0,0,0,0,0,0,1,0,0,0,1986,24,0,2,0
900,923,Tys Taylor,0,0,0,0,0,0,0,0,0,190.0,83.0,2013,2014,G,12-Apr-90,0,0,0,1,1,0,0,0,0,1,0,0,0,1990,20,0,2,0
901,924,Mar Teague,0,0,0,0,0,0,0,0,0,188.0,85.0,2013,2014,G,28-Feb-93,0,0,0,1,1,0,0,0,0,1,0,0,0,1993,17,0,2,0
902,925,Gar Temple,0,0,0,0,0,0,0,0,0,198.0,88.0,2010,2018,G,8-May-86,1,1,1,1,1,1,1,1,1,1,0,0,0,1986,24,0,9,0
903,926,Has Thabeet,0,0,0,0,0,0,0,0,0,221.0,119.0,2010,2014,C,16-Feb-87,1,1,1,1,1,0,0,0,0,0,0,1,0,1987,23,0,5,0
904,927,Ado Thomas,0,0,0,0,0,0,0,0,0,201.0,90.0,2014,2014,F,25-Mar-93,0,0,0,0,1,0,0,0,0,0,1,0,0,1993,17,0,1,0
905,928,Eta Thomas,0,0,0,0,0,0,0,0,0,206.0,116.0,2002,2011,F,1-Apr-78,1,1,0,0,0,0,0,0,0,0,1,0,8,1978,32,0,2,0
906,929,Ken Thomas,0,0,0,0,0,0,0,0,0,201.0,118.0,2000,2010,F,25-Jul-77,1,0,0,0,0,0,0,0,0,0,1,0,10,1977,33,0,1,0
907,930,Kur Thomas,0,0,0,0,0,0,0,0,0,206.0,104.0,1996,2013,F,4-Oct-72,1,1,1,1,0,0,0,0,0,0,1,0,14,1972,38,0,4,0
908,931,Tim Thomas,0,0,0,0,0,0,0,0,0,208.0,104.0,1998,2010,F,26-Feb-77,1,0,0,0,0,0,0,0,0,0,1,0,12,1977,33,0,1,0
909,932,Tre Thompkins,0,0,0,0,0,0,0,0,0,206.0,107.0,2012,2012,F,20-May-90,0,0,1,0,0,0,0,0,0,0,1,0,0,1990,20,0,1,0
910,933,Jas Thompson,0,0,0,0,0,0,0,0,0,185.0,83.0,2009,2016,F-C,21-Jul-86,1,1,1,1,1,1,1,0,0,0,0,0,1,1986,24,0,7,0
911,934,Kla Thompson,0,0,0,0,0,0,0,0,0,201.0,97.0,2012,2018,G-F,8-Feb-90,0,0,1,1,1,1,1,1,1,0,0,0,0,1990,20,0,7,0
912,936,Tri Thompson,0,0,0,0,0,0,0,0,0,206.0,107.0,2012,2018,F-C,13-Mar-91,0,0,1,1,1,1,1,1,1,0,0,0,0,1991,19,0,7,0
913,937,Al Thornton,0,0,0,0,0,0,0,0,0,203.0,99.0,2008,2011,F,7-Dec-83,1,1,0,0,0,0,0,0,0,0,1,0,2,1983,27,0,2,0
914,938,Mar Thornton,0,0,0,0,0,0,0,0,0,193.0,92.0,2010,2017,G,5-Jun-87,1,1,1,1,1,1,1,1,0,1,0,0,0,1987,23,0,8,0
915,939,Jam Tinsley,0,0,0,0,0,0,0,0,0,190.0,88.0,2002,2014,G,28-Feb-78,1,1,1,1,1,0,0,0,0,1,0,0,8,1978,32,0,5,0
916,940,Mik Tobey,0,0,0,0,0,0,0,0,0,213.0,117.0,2017,2017,C,10-Oct-94,0,0,0,0,0,0,0,1,0,0,0,1,0,1994,16,0,1,0
917,941,Axe Toupane,0,0,0,0,0,0,0,0,0,201.0,89.0,2016,2017,G-F,23-Jul-92,0,0,0,0,0,0,1,1,0,0,0,0,0,1992,18,0,2,0
918,942,Kar Towns,0,0,0,0,0,0,0,0,0,213.0,110.0,2016,2018,C-F,15-Nov-95,0,0,0,0,0,0,1,1,1,0,0,0,0,1995,15,0,3,0
